school_id,pupil_id,grade,attendance_records,present_records
65520,14076,Grade 3,87,85
406350,14077,Grade 1,90,82
201569,14079,Grade 2,97,42
56803,14080,Grade 4,98,93
20972,14084,Grade 3,103,100
264915,14085,Grade 5,81,67
226128,14091,Grade 5,88,50
257904,14094,Grade 5,88,83
425124,14095,Grade 5,91,74
25263,14096,Grade 2,100,36
323877,14097,Grade 4,99,64
489918,14099,Grade 1,102,99
155343,14100,Grade 2,94,84
592421,14101,Grade 2,97,75
323877,14102,Grade 5,94,87
46528,14106,Grade 5,89,61
49404,14110,Grade 1,92,14
14475,14111,Grade 5,92,64
223941,14114,Grade 5,95,75
607904,14117,Grade 3,29,15
581940,14118,Grade 5,98,96
565811,14119,Grade 1,92,61
406350,14120,Grade 3,43,29
73360,14123,Grade 4,91,84
601798,14127,Grade 1,77,56
323877,14130,Grade 2,104,69
356775,14136,Grade 1,66,36
963352,14138,Grade 5,90,84
28112,14140,Grade 5,45,36
201569,14141,Grade 2,97,65
323877,14144,Grade 1,98,92
28860,14145,Grade 4,62,50
416,14146,Grade 5,86,21
226128,14147,Grade 4,86,68
118338,14148,Grade 3,91,73
616880,14156,Grade 4,37,30
10904,14157,Grade 4,38,15
583940,14159,Grade 4,104,75
581940,14160,Grade 4,46,45
416,14161,Grade 4,99,88
36848,14163,Grade 4,100,82
226128,14164,Grade 5,86,85
388800,14167,Grade 5,34,17
112034,14168,Grade 3,47,35
20972,14169,Grade 2,103,83
118338,14172,Grade 4,98,89
283971,14176,Grade 2,88,69
963352,14177,Grade 3,108,65
156096,14178,Grade 1,37,16
607904,14179,Grade 2,81,46
75848,14181,Grade 3,98,59
223941,14183,Grade 4,63,44
283971,14185,Grade 4,94,73
759451,14190,Grade 5,51,45
55770,14191,Grade 1,106,74
175100,14192,Grade 5,82,72
314160,14194,Grade 1,100,83
609982,14195,Grade 4,93,78
401280,14196,Grade 1,95,26
108210,14197,Grade 5,97,72
293664,14199,Grade 4,37,33
425124,14201,Grade 1,96,84
304425,14202,Grade 1,90,65
607904,14204,Grade 5,67,65
314160,14205,Grade 4,86,85
264915,14206,Grade 1,102,42
55770,14210,Grade 5,66,29
359640,14212,Grade 2,88,62
628537,14214,Grade 4,40,33
858450,14220,Grade 3,85,47
108210,14222,Grade 4,93,78
32940,14223,Grade 3,31,26
239870,14224,Grade 4,100,68
156096,14227,Grade 3,84,73
8084,14228,Grade 3,105,84
425124,14230,Grade 4,91,76
88122,14232,Grade 3,98,98
359640,14233,Grade 5,90,71
283971,14238,Grade 1,103,99
196896,14239,Grade 1,94,91
491645,14240,Grade 5,80,70
323877,14241,Grade 1,98,92
168804,14242,Grade 3,88,70
230373,14243,Grade 4,104,67
864156,14244,Grade 2,103,62
196896,14246,Grade 4,86,66
491645,14251,Grade 5,44,36
425124,14253,Grade 1,96,85
25263,14255,Grade 5,78,75
46684,14258,Grade 2,96,90
65520,14259,Grade 1,69,67
39078,14264,Grade 3,91,89
28860,14268,Grade 4,62,29
175100,14269,Grade 4,82,69
30690,14271,Grade 1,69,50
403506,14273,Grade 5,45,45
575416,14276,Grade 4,18,17
489918,14277,Grade 3,107,101
5502,14280,Grade 5,87,45
489918,14281,Grade 4,44,42
5502,14283,Grade 2,90,79
416,14284,Grade 1,66,41
230373,14291,Grade 4,47,44
118338,14294,Grade 3,91,80
9342,14297,Grade 1,101,82
864156,14299,Grade 3,98,71
55770,14301,Grade 1,106,86
49404,14302,Grade 3,100,83
118338,14303,Grade 2,101,84
356775,14305,Grade 4,85,53
118338,14307,Grade 4,98,79
963352,14308,Grade 1,106,82
16230,14310,Grade 1,103,75
34675,14311,Grade 5,101,89
687400,14315,Grade 3,91,86
16230,14317,Grade 1,102,58
687400,14321,Grade 1,99,85
173720,14322,Grade 5,99,87
56803,14324,Grade 2,84,79
416,14325,Grade 2,102,78
16230,14327,Grade 4,32,28
592421,14328,Grade 4,76,48
35175,14332,Grade 1,91,67
273888,14333,Grade 3,97,85
601798,14334,Grade 1,103,84
286984,14335,Grade 4,90,66
601798,14338,Grade 1,94,70
257904,14345,Grade 5,88,81
10904,14349,Grade 4,38,29
329344,14350,Grade 1,96,85
28860,14352,Grade 3,99,79
257904,14353,Grade 5,88,40
239870,14354,Grade 1,78,59
356775,14357,Grade 4,85,69
324884,14361,Grade 3,77,67
55770,14366,Grade 2,92,65
16230,14367,Grade 5,65,51
273888,14369,Grade 2,70,59
28112,14371,Grade 2,78,71
575416,14375,Grade 5,64,63
25263,14376,Grade 2,100,85
206948,14378,Grade 4,99,62
168804,14379,Grade 4,39,32
42240,14380,Grade 1,101,51
65520,14383,Grade 4,87,49
16230,14384,Grade 2,87,43
5502,14386,Grade 4,64,47
175100,14387,Grade 4,82,61
16230,14397,Grade 4,74,25
42240,14398,Grade 4,76,68
273888,14399,Grade 5,84,64
46528,14401,Grade 3,99,79
646056,14403,Grade 3,95,79
609982,14404,Grade 1,97,58
326599,14406,Grade 4,90,56
39078,14408,Grade 4,30,30
34675,14410,Grade 1,48,44
359640,14417,Grade 4,85,62
304425,14418,Grade 2,95,83
73360,14420,Grade 1,77,50
65520,14421,Grade 3,87,67
293664,14423,Grade 3,83,64
28112,14425,Grade 5,45,19
230373,14426,Grade 1,96,72
108210,14428,Grade 5,97,90
419336,14429,Grade 2,98,87
286984,14434,Grade 4,39,35
10904,14436,Grade 4,96,67
401280,14437,Grade 3,89,70
991980,14438,Grade 4,91,87
8084,14441,Grade 1,107,87
273888,14442,Grade 5,84,62
83388,14443,Grade 3,98,96
201569,14444,Grade 5,96,91
324884,14447,Grade 2,69,14
156096,14450,Grade 1,19,14
16230,14452,Grade 2,73,66
314160,14453,Grade 1,84,60
39078,14456,Grade 2,89,80
388800,14461,Grade 5,79,39
304425,14462,Grade 2,95,74
609982,14467,Grade 2,70,55
403506,14468,Grade 4,85,63
46528,14469,Grade 4,21,14
56803,14472,Grade 4,98,86
388800,14473,Grade 4,77,68
687400,14474,Grade 4,44,42
108210,14478,Grade 2,85,73
30690,14487,Grade 3,75,38
388800,14488,Grade 5,79,61
196896,14489,Grade 1,94,77
226128,14491,Grade 4,86,79
687400,14494,Grade 2,102,96
49404,14495,Grade 3,100,93
963352,14497,Grade 2,109,83
46684,14498,Grade 5,38,15
304425,14499,Grade 2,95,62
324884,14501,Grade 3,77,49
314160,14502,Grade 4,86,66
314160,14504,Grade 1,100,74
25263,14506,Grade 4,89,76
35175,14509,Grade 1,91,72
403506,14510,Grade 4,102,91
196896,14512,Grade 4,86,74
42240,14514,Grade 5,104,93
165300,14515,Grade 2,100,88
118338,14516,Grade 3,90,80
419336,14517,Grade 2,98,53
223941,14519,Grade 4,63,57
108210,14522,Grade 3,96,70
34092,14526,Grade 5,41,32
403506,14531,Grade 3,92,40
646056,14533,Grade 4,57,38
286984,14534,Grade 4,90,90
401898,14535,Grade 1,55,50
583940,14536,Grade 2,79,59
792,14541,Grade 3,48,34
324884,14542,Grade 1,83,62
28112,14543,Grade 3,38,38
575416,14545,Grade 1,95,21
8084,14546,Grade 4,102,74
10904,14549,Grade 2,97,48
581940,14550,Grade 1,104,87
8084,14551,Grade 2,102,92
792,14555,Grade 3,104,74
34092,14556,Grade 4,18,18
297076,14557,Grade 1,43,32
30690,14558,Grade 5,13,11
20972,14560,Grade 2,103,101
963352,14563,Grade 2,109,83
230373,14564,Grade 5,86,82
175100,14569,Grade 3,104,87
359640,14570,Grade 4,85,66
363280,14575,Grade 4,75,59
56803,14582,Grade 4,98,93
423500,14586,Grade 1,96,72
156096,14587,Grade 1,19,16
501872,14589,Grade 1,74,47
35175,14590,Grade 1,91,78
83388,14591,Grade 1,85,43
286984,14592,Grade 1,102,67
264915,14593,Grade 4,32,32
423500,14596,Grade 3,100,82
416,14600,Grade 3,61,49
10904,14601,Grade 3,100,85
223941,14603,Grade 2,97,68
401898,14604,Grade 4,73,62
34092,14606,Grade 5,31,28
201569,14608,Grade 2,97,79
406350,14609,Grade 5,102,83
419336,14613,Grade 4,91,77
264915,14615,Grade 4,32,32
226128,14617,Grade 4,86,74
34092,14618,Grade 3,37,22
166905,14622,Grade 4,74,34
359640,14623,Grade 3,97,85
35175,14626,Grade 4,84,73
53103,14628,Grade 1,74,42
304425,14630,Grade 4,40,38
168804,14638,Grade 4,94,84
259688,14642,Grade 2,97,66
583940,14643,Grade 3,101,62
25434,14659,Grade 1,100,94
175100,14660,Grade 5,82,70
416,14663,Grade 3,42,33
65520,14665,Grade 3,87,50
646056,14670,Grade 5,85,77
759451,14673,Grade 3,16,3
136992,14675,Grade 3,99,81
239870,14676,Grade 1,92,78
963352,14677,Grade 1,106,86
581940,14678,Grade 3,105,90
206948,14682,Grade 3,96,84
616880,14683,Grade 2,61,49
5502,14684,Grade 2,94,79
136992,14687,Grade 4,100,51
136992,14693,Grade 5,78,32
401280,14696,Grade 4,36,9
363280,14699,Grade 1,90,44
206948,14700,Grade 5,51,47
963352,14701,Grade 3,108,60
239870,14702,Grade 2,109,93
324884,14704,Grade 5,38,37
323877,14705,Grade 4,44,31
363280,14707,Grade 3,96,73
501872,14709,Grade 2,32,23
239870,14710,Grade 1,90,78
646056,14711,Grade 2,78,57
419336,14714,Grade 4,91,91
20972,14715,Grade 5,43,21
223545,14716,Grade 2,85,71
47025,14718,Grade 2,101,96
687400,14721,Grade 1,99,76
759451,14724,Grade 2,49,43
28860,14727,Grade 4,62,56
489918,14728,Grade 4,44,44
565811,14729,Grade 1,78,21
388800,14730,Grade 2,82,56
324884,14734,Grade 2,69,67
419336,14737,Grade 2,98,80
7956,14738,Grade 2,95,78
34092,14739,Grade 3,37,21
406350,14740,Grade 3,97,90
356775,14746,Grade 5,64,55
326599,14749,Grade 4,90,83
112034,14750,Grade 2,101,92
123695,14751,Grade 2,76,48
30690,14755,Grade 1,77,62
123695,14756,Grade 2,76,67
218688,14758,Grade 2,64,57
8084,14761,Grade 3,105,90
7956,14762,Grade 3,38,38
273888,14776,Grade 3,97,75
609982,14777,Grade 4,76,55
16230,14781,Grade 3,105,82
406350,14782,Grade 4,99,75
425124,14783,Grade 4,33,32
616880,14790,Grade 2,61,33
53103,14791,Grade 3,96,83
25263,14792,Grade 1,92,54
206948,14793,Grade 2,102,80
25263,14794,Grade 4,89,80
223941,14795,Grade 2,97,30
687400,14796,Grade 3,91,81
575416,14797,Grade 5,64,64
963352,14802,Grade 3,108,72
65520,14805,Grade 2,89,65
259688,14807,Grade 3,88,70
25263,14813,Grade 1,92,88
501872,14818,Grade 1,73,62
403506,14820,Grade 3,53,17
16230,14823,Grade 3,48,37
47025,14824,Grade 1,92,68
155343,14825,Grade 3,93,52
49698,14826,Grade 3,44,41
30690,14827,Grade 1,77,58
563568,14828,Grade 4,37,37
609982,14836,Grade 1,97,74
34092,14837,Grade 5,41,41
565811,14840,Grade 5,88,38
73360,14842,Grade 1,77,63
8084,14843,Grade 4,102,71
359640,14847,Grade 3,97,88
963352,14849,Grade 5,76,71
206948,14851,Grade 4,99,74
196896,14853,Grade 1,94,66
10904,14854,Grade 1,75,54
423500,14855,Grade 4,17,17
40580,14856,Grade 3,103,61
10904,14857,Grade 1,80,63
646056,14858,Grade 2,77,39
17404,14859,Grade 2,78,62
406350,14860,Grade 4,99,84
8084,14863,Grade 2,102,71
34092,14864,Grade 3,24,8
30690,14872,Grade 5,13,7
314160,14874,Grade 1,100,74
264915,14875,Grade 3,48,41
49698,14876,Grade 2,84,78
88122,14877,Grade 4,104,91
314160,14878,Grade 5,82,69
25434,14880,Grade 5,44,43
616880,14881,Grade 2,61,40
173720,14885,Grade 3,78,76
239870,14886,Grade 4,100,85
206948,14889,Grade 4,99,83
123695,14892,Grade 4,49,40
118338,14894,Grade 3,91,82
416,14895,Grade 1,85,56
8084,14897,Grade 4,102,47
166905,14898,Grade 5,37,35
687400,14899,Grade 4,101,93
628537,14900,Grade 3,88,80
34675,14902,Grade 1,98,80
991980,14906,Grade 4,90,61
173720,14908,Grade 1,91,48
47025,14909,Grade 4,102,61
55770,14912,Grade 3,95,66
34675,14914,Grade 4,90,68
822894,14918,Grade 4,39,38
7956,14919,Grade 3,38,36
293664,14923,Grade 4,79,66
259688,14924,Grade 1,103,88
359640,14926,Grade 3,89,67
30690,14928,Grade 1,77,50
425124,14930,Grade 4,91,83
206948,14931,Grade 2,100,20
8084,14932,Grade 4,102,58
34092,14935,Grade 4,18,15
583940,14938,Grade 1,96,78
601798,14939,Grade 1,82,40
403506,14942,Grade 4,47,27
583940,14943,Grade 3,99,91
297076,14947,Grade 3,79,62
16230,14951,Grade 5,103,93
34675,14953,Grade 5,101,90
297076,14954,Grade 5,39,39
314160,14955,Grade 2,97,69
8084,14956,Grade 1,107,45
17404,14957,Grade 3,48,40
363825,14958,Grade 5,75,44
491645,14967,Grade 5,95,88
329344,14968,Grade 2,49,45
123695,14970,Grade 1,85,33
166905,14971,Grade 1,74,3
53103,14973,Grade 1,88,47
5502,14974,Grade 5,87,28
581940,14975,Grade 1,98,85
314160,14977,Grade 5,82,51
416,14979,Grade 1,85,52
314160,14981,Grade 2,105,65
47025,14984,Grade 4,103,99
112034,14986,Grade 2,101,85
47025,14988,Grade 1,92,47
359640,14990,Grade 4,85,71
35175,14991,Grade 1,91,62
10904,14998,Grade 4,38,36
501872,14999,Grade 1,74,48
501872,15001,Grade 2,32,29
156096,15002,Grade 3,94,82
196896,15003,Grade 1,94,71
175100,15004,Grade 2,80,60
30690,15007,Grade 5,13,10
28112,15008,Grade 1,65,39
963352,15009,Grade 4,46,33
592421,15011,Grade 1,85,48
416,15012,Grade 4,99,82
136992,15015,Grade 3,99,73
963352,15016,Grade 3,108,68
563568,15018,Grade 4,86,78
36848,15019,Grade 5,100,77
118338,15021,Grade 2,90,76
112034,15025,Grade 5,99,86
257904,15026,Grade 4,88,77
963352,15028,Grade 3,49,43
39078,15032,Grade 4,26,26
223941,15033,Grade 1,70,44
991980,15034,Grade 3,56,52
17404,15040,Grade 5,100,29
628537,15041,Grade 5,76,69
607904,15042,Grade 5,44,37
326599,15043,Grade 3,46,44
326599,15047,Grade 4,90,64
17404,15048,Grade 4,99,68
5502,15051,Grade 5,40,37
30690,15052,Grade 1,75,41
201569,15054,Grade 3,101,68
53103,15055,Grade 4,100,95
20972,15057,Grade 1,103,22
75848,15064,Grade 4,90,67
858450,15066,Grade 2,102,34
112034,15068,Grade 1,106,81
991980,15069,Grade 2,70,54
326599,15071,Grade 1,103,95
858450,15072,Grade 3,85,76
108210,15075,Grade 2,93,87
25263,15076,Grade 4,89,66
286984,15077,Grade 2,81,70
165300,15078,Grade 1,91,65
329344,15079,Grade 2,49,39
56803,15080,Grade 1,93,67
226128,15082,Grade 2,88,38
10904,15084,Grade 4,96,82
201569,15087,Grade 3,100,31
304425,15090,Grade 2,95,85
239870,15091,Grade 1,90,69
581940,15092,Grade 3,104,85
257904,15095,Grade 5,88,60
286984,15096,Grade 5,97,71
173720,15098,Grade 2,93,56
206948,15102,Grade 4,84,66
223545,15103,Grade 3,86,74
822894,15106,Grade 5,86,68
425124,15107,Grade 1,96,82
406350,15108,Grade 2,76,69
388800,15109,Grade 2,82,59
112034,15110,Grade 4,104,81
47025,15111,Grade 4,103,98
14475,15114,Grade 1,78,58
10904,15115,Grade 2,97,81
583940,15117,Grade 3,49,43
7956,15120,Grade 2,95,83
49698,15121,Grade 5,86,58
123695,15122,Grade 1,85,48
5502,15123,Grade 1,89,84
963352,15126,Grade 4,99,55
16230,15128,Grade 1,103,86
30690,15132,Grade 2,61,37
864156,15133,Grade 3,43,33
958934,15136,Grade 3,97,96
401898,15138,Grade 1,51,46
403506,15139,Grade 4,102,76
14475,15140,Grade 3,97,69
10904,15141,Grade 2,97,79
223545,15142,Grade 5,88,72
609982,15143,Grade 1,97,64
489918,15145,Grade 4,44,39
20972,15146,Grade 5,95,81
864156,15148,Grade 2,103,43
88122,15149,Grade 2,97,74
47025,15150,Grade 1,78,30
687400,15151,Grade 1,99,89
363280,15153,Grade 5,85,39
628537,15158,Grade 3,87,47
123695,15161,Grade 2,76,53
609982,15162,Grade 4,93,82
958934,15165,Grade 2,93,88
687400,15166,Grade 5,100,80
257904,15168,Grade 1,90,90
628537,15169,Grade 5,76,40
206948,15170,Grade 5,51,37
297076,15172,Grade 5,39,39
359640,15173,Grade 5,47,14
628537,15175,Grade 4,40,35
28860,15180,Grade 2,102,87
166905,15181,Grade 2,45,33
616880,15182,Grade 5,23,14
223941,15183,Grade 1,92,67
489918,15184,Grade 3,107,100
16230,15186,Grade 5,105,78
32940,15187,Grade 2,61,47
329344,15192,Grade 5,30,24
36848,15194,Grade 4,100,24
39078,15196,Grade 2,89,85
363825,15197,Grade 1,83,60
489918,15198,Grade 3,107,97
10904,15199,Grade 1,75,66
401280,15200,Grade 1,95,70
56406,15201,Grade 3,36,29
175100,15203,Grade 3,104,92
112034,15204,Grade 2,101,81
34092,15206,Grade 2,42,39
75848,15208,Grade 2,94,60
17404,15212,Grade 3,91,84
35175,15215,Grade 5,55,49
17404,15217,Grade 2,92,74
201569,15218,Grade 1,102,91
25263,15219,Grade 4,35,28
501872,15220,Grade 2,32,25
489918,15221,Grade 3,107,107
47025,15222,Grade 3,76,67
49698,15224,Grade 5,86,34
283971,15226,Grade 2,69,49
359640,15227,Grade 2,88,81
565811,15231,Grade 2,94,93
583940,15232,Grade 5,47,38
20972,15235,Grade 2,103,65
963352,15238,Grade 4,46,38
25263,15239,Grade 4,89,82
273888,15240,Grade 2,70,55
49404,15241,Grade 4,91,81
363825,15244,Grade 3,87,66
39078,15245,Grade 5,38,37
822894,15252,Grade 2,38,37
304425,15255,Grade 5,75,71
406350,15259,Grade 1,90,85
792,15260,Grade 3,104,92
206948,15265,Grade 3,96,58
583940,15270,Grade 1,86,75
206948,15271,Grade 3,96,60
501872,15272,Grade 1,74,67
136992,15275,Grade 5,78,76
123695,15278,Grade 4,29,22
223941,15279,Grade 3,74,44
55770,15282,Grade 4,83,68
491645,15283,Grade 3,99,35
403506,15286,Grade 1,98,66
324884,15287,Grade 3,44,35
239870,15288,Grade 1,78,61
136992,15290,Grade 4,100,83
223941,15292,Grade 1,92,77
34675,15293,Grade 4,89,53
108210,15295,Grade 2,93,67
10904,15297,Grade 3,100,86
423500,15298,Grade 1,96,88
363825,15300,Grade 5,75,51
259688,15301,Grade 5,44,40
17404,15303,Grade 5,44,28
5502,15305,Grade 1,69,43
8084,15306,Grade 3,105,44
607904,15308,Grade 4,71,70
264915,15311,Grade 5,46,39
447445,15312,Grade 1,73,53
223941,15313,Grade 2,97,31
607904,15314,Grade 2,81,27
401280,15315,Grade 2,96,81
401280,15316,Grade 4,81,71
65520,15318,Grade 4,87,52
759451,15324,Grade 2,49,46
218688,15327,Grade 1,80,65
616880,15329,Grade 4,24,21
42240,15330,Grade 4,76,63
575416,15331,Grade 2,94,81
403506,15332,Grade 5,86,86
35175,15333,Grade 4,40,37
326599,15338,Grade 5,105,72
592421,15341,Grade 5,101,81
14475,15343,Grade 2,77,56
32940,15345,Grade 5,81,57
7956,15347,Grade 5,70,35
264915,15349,Grade 1,102,74
592421,15351,Grade 4,102,39
35175,15353,Grade 1,91,43
419336,15355,Grade 4,91,60
283971,15356,Grade 4,38,20
958934,15357,Grade 3,97,86
230373,15359,Grade 1,96,74
239870,15361,Grade 2,109,86
607904,15366,Grade 3,29,24
56803,15372,Grade 1,90,59
230373,15373,Grade 5,42,41
56803,15374,Grade 5,32,27
166905,15375,Grade 4,74,57
196896,15377,Grade 5,91,75
491645,15380,Grade 3,45,44
32940,15381,Grade 3,31,9
616880,15382,Grade 4,30,23
286984,15383,Grade 1,102,96
53103,15384,Grade 1,87,48
858450,15385,Grade 3,85,62
10904,15388,Grade 5,46,35
206948,15389,Grade 2,102,67
609982,15390,Grade 5,99,42
206948,15393,Grade 4,45,31
25263,15395,Grade 3,92,70
165300,15397,Grade 2,100,72
314160,15405,Grade 1,98,87
156096,15407,Grade 5,88,75
259688,15408,Grade 1,103,56
491645,15409,Grade 5,97,74
49404,15410,Grade 3,100,74
47025,15414,Grade 4,103,79
34675,15415,Grade 3,100,79
223545,15416,Grade 2,84,46
447445,15420,Grade 2,92,89
166905,15423,Grade 4,73,33
687400,15424,Grade 5,100,88
118338,15429,Grade 1,88,74
491645,15432,Grade 1,103,79
218688,15438,Grade 3,76,69
304425,15440,Grade 5,30,23
447445,15441,Grade 5,39,39
239870,15442,Grade 5,103,77
416,15447,Grade 5,86,52
447445,15451,Grade 3,36,16
175100,15454,Grade 4,82,65
581940,15456,Grade 2,107,81
425124,15457,Grade 1,96,83
314160,15458,Grade 5,82,75
5502,15460,Grade 5,87,61
628537,15461,Grade 2,86,71
39078,15462,Grade 1,91,60
406350,15463,Grade 1,90,71
155343,15465,Grade 1,106,79
363280,15466,Grade 5,85,59
297076,15467,Grade 1,68,61
601798,15469,Grade 2,107,95
28112,15470,Grade 4,74,65
565811,15471,Grade 3,93,77
401280,15472,Grade 5,44,27
230373,15475,Grade 4,104,67
991980,15476,Grade 2,73,71
112034,15483,Grade 4,104,79
583940,15485,Grade 1,96,83
259688,15489,Grade 3,88,65
565811,15490,Grade 5,89,63
822894,15491,Grade 1,90,71
388800,15494,Grade 2,80,67
83388,15495,Grade 3,104,76
196896,15496,Grade 4,86,60
223941,15497,Grade 4,63,59
20972,15499,Grade 2,103,98
239870,15500,Grade 3,45,20
406350,15504,Grade 2,76,65
123695,15505,Grade 2,76,63
864156,15510,Grade 1,100,28
304425,15517,Grade 3,80,75
166905,15520,Grade 4,74,52
581940,15521,Grade 1,96,73
419336,15524,Grade 4,91,64
175100,15527,Grade 3,104,84
83388,15528,Grade 1,85,74
28860,15530,Grade 1,102,60
230373,15531,Grade 5,86,70
958934,15532,Grade 4,90,86
16230,15536,Grade 4,74,55
56803,15538,Grade 3,97,94
963352,15539,Grade 4,104,71
419336,15542,Grade 5,98,90
592421,15543,Grade 2,97,54
118338,15547,Grade 5,88,72
108210,15550,Grade 3,96,92
421680,15551,Grade 1,100,90
14475,15552,Grade 4,83,78
406350,15553,Grade 5,102,93
56803,15554,Grade 1,100,66
223941,15555,Grade 2,97,90
425124,15560,Grade 1,89,75
239870,15561,Grade 2,109,57
53103,15562,Grade 5,38,1
601798,15563,Grade 2,107,80
239870,15566,Grade 4,100,81
363280,15570,Grade 1,90,65
16230,15576,Grade 1,103,86
16230,15580,Grade 1,103,75
39078,15581,Grade 1,87,75
991980,15582,Grade 1,96,67
359640,15584,Grade 5,90,78
20972,15588,Grade 3,103,94
34092,15589,Grade 1,53,19
226128,15592,Grade 4,86,76
581940,15595,Grade 1,98,84
112034,15598,Grade 3,47,40
609982,15599,Grade 2,80,45
416,15600,Grade 4,99,90
65520,15601,Grade 4,86,54
363280,15607,Grade 4,75,69
226128,15609,Grade 1,100,46
501872,15611,Grade 1,67,42
324884,15613,Grade 1,83,70
14475,15619,Grade 1,80,64
223941,15620,Grade 4,63,58
286984,15626,Grade 1,102,89
8084,15627,Grade 3,89,59
616880,15628,Grade 3,29,18
329344,15629,Grade 3,91,86
401898,15630,Grade 1,55,52
421680,15634,Grade 4,103,86
196896,15636,Grade 3,94,75
218688,15637,Grade 3,78,37
10904,15638,Grade 1,75,62
286984,15639,Grade 1,102,77
56803,15641,Grade 2,84,79
16230,15646,Grade 3,105,77
581940,15650,Grade 5,44,44
403506,15652,Grade 3,92,53
28112,15654,Grade 4,82,72
88122,15655,Grade 4,104,96
401280,15656,Grade 1,95,83
646056,15657,Grade 4,57,50
314160,15658,Grade 1,100,72
239870,15660,Grade 2,109,78
257904,15662,Grade 2,94,85
17404,15663,Grade 3,84,57
